"Name","csuoee__Course_Code__c","hed__Course_ID__c","hed__Account__r.hed__School_Code__c","hed__Description__c","hed__Extended_Description__c","lms_hed__LMS_Reference_Code__c","csuoee__Short_Description__c","csuoee__Banner_Surrogate_ID__c","csuoee__AUCC_Category__c","hed__Credit_Hours__c","csuoee__Credit_Hours_Max__c","csuoee__Guaranteed_Transfer__c","csuoee__Guaranteed_Transfer_Category__c","csuoee__Quality_Matters__c"
"CBE 182A: Study Abroad: Denmark","CBE 182A","CBE 182A","1370","","<p>Fundamentals of chemical and biological engineering, including conservation and rate process, engineering design and problem solving, and relevant applications. Exploration of engineering practices, challenges, and projects while on site in Denmark through guest lectures, discussion with practicing engineers, and visits to engineering and biotechnology facilities.</p><p><a href=""https://myedabroad.colostate.edu/index.cfm?FuseAction=Programs.ViewProgramAngular&amp;id=12177"">https://myedabroad.colostate.edu/index.cfm?FuseAction=Programs.ViewProgramAngular&amp;id=12177</a></p>","CBE-182A","Fundamentals of chemical and biological engineering, including conservation and rate process, engineering design and problem solving, and relevant applications. Exploration of engineering practices, challenges, and projects while on site in Denmark through guest lectures, discussion with practicing engineers, and visits to engineering and biotechnology facilities.","29923.0","","3.0","","false","","false"
"CBE 210: Thermodynamic Process Analysis","CBE 210","CBE 210","1370","","<p>Thermodynamic fundamentals and applications to ideal and non-ideal mixtures, power cycles, and chemical equilibria.</p>","CBE-210","Thermodynamic fundamentals and applications to ideal and non-ideal mixtures, power cycles, and chemical equilibria.","911.0","","3.0","","false","","false"
"CBE 310: Molec Concepts & Applications","CBE 310","CBE 310","1370","","","CBE-310","","805.0","","3.0","","false","","false"
"CBE 320: Chemical & Biological Reactors","CBE 320","CBE 320","1370","","<p>Mechanisms and rates of chemical reactions; design of homogeneous and heterogeneous reactors; biological reactions and reactors.</p>","CBE-320","Mechanisms and rates of chemical reactions; design of homogeneous and heterogeneous reactors; biological reactions and reactors.","7713.0","","3.0","","false","","false"
"CBE 330: Process Simulation","CBE 330","CBE 330","1370","","","CBE-330","","6290.0","","3.0","","false","","false"
"CBE 331: Momentum Transfr&Mech Separatn","CBE 331","CBE 331","1370","","","CBE-331","","6291.0","","3.0","","false","","false"
"CBE 332: Heat & Mass Transfer Fundmntls","CBE 332","CBE 332","1370","","<p>Thermal processes; steady and unsteady conduction; convective heat transfer; radiation; heat exchanger design; mass transfer by diffusion and convection.</p>","CBE-332","Thermal processes; steady and unsteady conduction; convective heat transfer; radiation; heat exchanger design; mass transfer by diffusion and convection.","6292.0","","3.0","","false","","false"
"CBE 333: Momentum and Heat Transfer Lab","CBE 333","CBE 333","1370","","","CBE-333","","6293.0","","2.0","","false","","false"
"CBE 393: Prof Development Seminar","CBE 393","CBE 393","1370","","","CBE-393","","29368.0","","1.0","","false","","false"
"CBE 430: Process Control&Instrumentatn","CBE 430","CBE 430","1370","","<p>Measurement and control of process variables; transient chemical and biological processes; feedback, feedforward, and computer control concepts.</p>","CBE-430","Measurement and control of process variables; transient chemical and biological processes; feedback, feedforward, and computer control concepts.","6295.0","","3.0","","false","","false"
"CBE 442: Separation Processes","CBE 442","CBE 442","1370","","","CBE-442","","6297.0","","4.0","","false","","false"
"CBE 443: Mass Transfer & Separation Lab","CBE 443","CBE 443","1370","","","CBE-443","","6298.0","","2.0","","false","","false"
"CBE 452: Chemical Engineering Design II","CBE 452","CBE 452","1370","","","CBE-452","","6300.0","","0.0","3.0","false","","false"
"CBE 495: Independent Study","CBE 495","CBE 495","1370","","","CBE-495","","6302.0","","1.0","18.0","false","","false"
"CBE 496: Group Study","CBE 496","CBE 496","1370","","","CBE-496","","6303.0","","1.0","18.0","false","","false"
"CBE 501: Chem Engineering Thermodynamcs","CBE 501","CBE 501","1370","","","CBE-501","","6304.0","","3.0","","false","","false"
"CBE 502: Advanced Reactor Design","CBE 502","CBE 502","1370","","","CBE-502","","6305.0","","3.0","","false","","false"
"CBE 503: Transport Phenomena Fundamntls","CBE 503","CBE 503","1370","","","CBE-503","","6306.0","","3.0","","false","","false"
"CBE 504: Fundamentals-Biochemical Engr","CBE 504","CBE 504","1370","","<p>Application of chemical engineering principles to enzyme kinetics, fermentation and cell culture, product purification, and bioprocess design.</p>","CBE-504","Application of chemical engineering principles to enzyme kinetics, fermentation and cell culture, product purification, and bioprocess design.","6307.0","","3.0","","false","","false"
"CBE 505: Biochemical Engineering Lab","CBE 505","CBE 505","1370","","Fermentation technology, bioprocess control, and protein purification.","CBE-505","Fermentation technology, bioprocess control, and protein purification.","6308.0","","1.0","","false","","false"
"CBE 514: Polymer Science & Engineering","CBE 514","CBE 514","1370","","","CBE-514","","6309.0","","3.0","","false","","false"
"CBE 521: Math Modeling-Chem Engineers","CBE 521","CBE 521","1370","","","CBE-521","","6310.0","","3.0","","false","","false"
"CBE 522: Bioseparation Processes","CBE 522","CBE 522","1370","","<p>Analysis of processes to recover and purify fermentation products.</p>","CBE-522","Analysis of processes to recover and purify fermentation products.","6311.0","","0.0","3.0","false","","false"
"CBE 540: Fund Environ Biotechnology","CBE 540","CBE 540","1370","","<p>Fundamentals of environmental biotechnology: environmental microbiology, microbial kinetics, basic reactor design, wastewater treatment.</p>","CBE-540","Fundamentals of environmental biotechnology: environmental microbiology, microbial kinetics, basic reactor design, wastewater treatment.","6313.0","","2.0","","false","","false"
"CBE 560: Eng. Protein Expression Syst.","CBE 560","CBE 560","1370","","","CBE-560","","36625.0","","3.0","","false","","false"
"CBE 570: Biomolecular Eng/Syn Biology","CBE 570","CBE 570","1370","","","CBE-570","","4968.0","","3.0","","false","","false"
"CBE 687: Internship","CBE 687","CBE 687","1370","","","CBE-687","","22562.0","","1.0","10.0","false","","false"
"CBE 693: Seminar I","CBE 693","CBE 693","1370","","","CBE-693","","6317.0","","1.0","18.0","false","","false"
"CBE 695: Independent Study","CBE 695","CBE 695","1370","","","CBE-695","","6318.0","","1.0","18.0","false","","false"
"CBE 699: Thesis","CBE 699","CBE 699","1370","","","CBE-699","","6319.0","","1.0","18.0","false","","false"
"CBE 793: Seminar II","CBE 793","CBE 793","1370","","","CBE-793","","6321.0","","1.0","18.0","false","","false"
"CBE 795: Independent Study","CBE 795","CBE 795","1370","","","CBE-795","","6322.0","","1.0","18.0","false","","false"
"CBE 799: Dissertation","CBE 799","CBE 799","1370","","","CBE-799","","6323.0","","1.0","18.0","false","","false"
"CHEM 103: Chemistry in Context","CHEM 103","CHEM 103","1872","","<p>For students who do not plan to take additional courses in chemistry. Chemistry, chemical principles from more conceptual, less mathematical perspective; how chemical substances, chemical reactions affect our daily lives. The intersecting global challenges of energy, water, life, and food guide the content for this course.</p><p>The accompanying laboratory for CHEM 103, CHEM 104 - Chemistry in Context Laboratory, is available for registration every semester CHEM 103 is taught.</p>","CHEM-103","For students who do not plan to take additional courses in chemistry. Chemistry, chemical principles from more conceptual, less mathematical perspective; how chemical substances, chemical reactions affect our daily lives.","6112.0","","3.0","","false","","false"
"CHEM 104: Chemistry in Context Lab","CHEM 104","CHEM 104","1872","","<p>Laboratory applications of principles covered in CHEM 103.</p><p>One of the best ways to learn about science is through experimentation and exploration, and the lab kit for this course gives you the opportunity to do just that. Our unique lab kits drive discovery and bring hands-on learning to you at a distance. Experiment with polymers, water purification, food acidity, solar energy/photovoltaics, batteries and more from your own home, putting the things you learn in CHEM 103 into practice. All chemical quantities and concentrations have been approved for shipping, are appropriate for scientific study, and are safe to dispose of at home.</p>","CHEM-104","Laboratory applications of principles covered in CHEM 103.","6113.0","","1.0","","false","","false"
"CHEM 108: Fundamentals of Chemistry Lab","CHEM 108","CHEM 108","1872","","<p>Laboratory applications of principles presented in CHEM 107. Credit not allowed for both CHEM 108 and CHEM 112.</p>","CHEM-108","Laboratory applications of principles presented in CHEM 107. Credit not allowed for both CHEM 108 and CHEM 112.","6115.0","","1.0","","false","","false"
"CHEM 112: General Chemistry Lab I","CHEM 112","CHEM 112","1872","","","CHEM-112","","6117.0","","1.0","","false","","false"
"CHEM 114: General Chemistry Lab II","CHEM 114","CHEM 114","1872","","","CHEM-114","","6119.0","","1.0","","false","","false"
"CHEM 115: Gen Chem II Recitation","CHEM 115","CHEM 115","1872","","","CHEM-115","","1995.0","","1.0","","false","","false"
"CHEM 121: Found Modern Chem Lab","CHEM 121","CHEM 121","1872","","","CHEM-121","","24700.0","","1.0","","false","","false"
"CHEM 192: Introductory Seminar/Chemistry","CHEM 192","CHEM 192","1872","","","CHEM-192","","6121.0","","1.0","","false","","false"
"CHEM 301: Adv Scientific Writing-Chem","CHEM 301","CHEM 301","1872","","","CHEM-301","","1147.0","","0.0","3.0","false","","false"
"CHEM 320: Chemistry of Addictions","CHEM 320","CHEM 320","1872","","","CHEM-320","","1935.0","","3.0","","false","","false"
"CHEM 321: Foundations Chemical Biology","CHEM 321","CHEM 321","1872","","","CHEM-321","","28221.0","","0.0","4.0","false","","false"
"CHEM 333: Forensic Chemistry","CHEM 333","CHEM 333","1872","","","CHEM-333","","38556.0","","3.0","","false","","false"
"CHEM 338: Environmental Chemistry","CHEM 338","CHEM 338","1872","","","CHEM-338","","15801.0","","3.0","","false","","false"
"CHEM 371: Fund of Physical Chemistry","CHEM 371","CHEM 371","1872","","","CHEM-371","","28421.0","","4.0","","false","","false"
"CHEM 372: Fund Phys Chem Lab","CHEM 372","CHEM 372","1872","","","CHEM-372","","28422.0","","1.0","","false","","false"
"CHEM 381A1: Nanochemistry Laboratory","CHEM 381A1","CHEM 381A1","1872","","","CHEM-381A1","","26741.0","","1.0","","false","","false"
"CHEM 384: Supervised College Teaching","CHEM 384","CHEM 384","1872","","","CHEM-384","","6149.0","","1.0","3.0","false","","false"
"CHEM 431: Instrumental Analysis","CHEM 431","CHEM 431","1872","","","CHEM-431","","6150.0","","0.0","4.0","false","","false"
"CHEM 440: Advanced Organic Chemistry Lab","CHEM 440","CHEM 440","1872","","","CHEM-440","","6152.0","","2.0","","false","","false"
"CHEM 442: Chemistry of Hemp and Cannabis","CHEM 442","CHEM 442","1872","","","CHEM-442","","36781.0","","0.0","3.0","false","","false"
"CHEM 445: Synthetic Organic Chemistry","CHEM 445","CHEM 445","1872","","","CHEM-445","","25983.0","","3.0","","false","","false"
